timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.22,33.13,155960.61,400,74,400,52,400,3,400,0,400,20,400,33
1000,32.22,33.13,155384.05,400,75,400,48,400,1,400,2,400,17,400,40
2000,32.22,33.14,155527.79,401,76,400,58,400,0,400,5,400,22,400,36
3000,32.22,33.12,155671.8,400,69,400,49,400,0,400,1,400,24,400,41
4000,32.23,33.15,156250.5,400,63,401,50,400,7,400,1,400,16,400,39
5001,32.23,33.13,155960.61,400,66,400,48,400,5,400,0,400,21,400,37
6001,32.23,33.14,155960.61,400,73,400,59,400,5,400,0,400,20,400,32
7001,32.23,33.13,155816.07,402,73,400,51,400,0,400,0,400,16,400,31
8001,32.23,33.13,156541.47,400,71,400,59,400,0,400,4,400,26,400,34
9001,32.23,33.13,156687.36,400,76,400,54,400,0,400,3,400,14,400,33
