timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,36.12,1011.49,31.09,19864.04,1664,1074,1270,928,609,215,1073,797,1355,1072,1046,1020
1000,36.12,1011.49,31.07,19996.34,1709,1097,1283,973,606,213,1028,783,1357,1081,1041,1032
2000,36.12,1011.48,31.09,20053.58,1739,1118,1282,957,615,218,1028,777,1353,1073,1024,1023
3000,36.12,1011.48,31.09,20169.05,1757,1131,1296,961,618,221,1037,787,1349,1077,1009,1017
4000,36.12,1011.48,31.08,20130.41,1796,1148,1298,970,627,225,1068,801,1349,1097,985,1014
5000,36.12,1011.48,31.1,20091.92,1829,1149,1309,990,623,224,1070,823,1349,1081,988,1014
6001,36.12,1011.48,31.09,19958.36,1843,1169,1332,987,617,228,1061,806,1334,1082,969,1007
7001,36.12,1011.48,31.09,19807.88,1888,1198,1325,983,613,229,1073,819,1321,1088,954,1018
8001,36.12,1011.48,31.09,19733.48,1894,1203,1324,984,620,231,1088,815,1297,1093,954,1001
9001,36.12,1011.47,31.1,19659.64,1912,1185,1333,986,617,224,1082,823,1291,1072,916,1003
