timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,36.19,1011.51,31.03,24999.5,2653,1233,1386,857,400,155,400,209,913,605,752,556
1000,36.19,1011.51,31.03,25361.15,2622,1228,1375,849,400,155,400,202,879,596,744,561
2000,36.19,1011.52,31.03,25468.61,2592,1220,1397,893,400,149,400,193,856,586,735,548
3000,36.19,1011.52,31.02,25987.73,2636,1217,1388,870,400,153,400,191,856,596,735,546
4000,36.19,1011.51,31.01,26545.18,2629,1230,1386,872,400,144,400,190,849,589,722,538
5000,36.19,1011.51,30.99,26918.81,2609,1213,1437,876,400,148,400,189,835,593,725,546
6001,36.19,1011.51,31.0,27553.43,2685,1230,1436,870,400,139,400,186,815,574,721,537
7001,36.19,1011.51,30.99,28409.23,2653,1244,1425,869,400,145,400,178,805,569,724,543
8001,36.19,1011.51,30.97,29016.58,2604,1223,1412,878,400,142,400,171,792,562,724,542
9001,36.19,1011.52,30.95,29525.64,2604,1227,1422,890,400,140,400,166,785,558,721,528
