timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.32,33.17,24822.52,2698,2507,2784,2983,2104,2332,787,877,2646,2341,2541,2955
1000,32.32,33.18,25300.15,2658,2519,2779,3013,2109,2332,788,865,2651,2371,2582,2995
2000,32.32,33.18,25468.61,2690,2503,2818,2992,2066,2341,777,865,2641,2314,2590,2990
3000,32.32,33.17,25796.53,2779,2567,2857,3055,2058,2344,779,845,2629,2332,2644,3020
4000,32.32,33.16,25717.69,2791,2570,2923,3061,2064,2327,766,866,2666,2376,2671,3048
5000,32.32,33.17,25717.69,2830,2618,2926,3148,2013,2346,760,851,2700,2360,2698,3048
6001,32.32,33.17,25701.98,2879,2604,2945,3193,2001,2302,760,831,2737,2392,2712,3133
7001,32.32,33.17,25391.76,2997,2667,2992,3168,1979,2325,764,847,2695,2364,2744,3153
8001,32.33,33.18,25163.97,3009,2685,2990,3203,1957,2309,761,848,2776,2385,2761,3178
9001,32.33,33.16,24881.24,3105,2694,3031,3123,1945,2290,767,832,2781,2443,2823,3163
