timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.28,33.25,34657.27,1675,1759,2757,2748,1495,1547,647,670,1980,1873,2037,2505
1000,32.28,33.23,35237.79,1632,1762,2891,2798,1498,1489,649,681,1999,1916,2049,2496
2000,32.28,33.23,35777.14,1623,1734,2855,2842,1489,1478,628,656,1975,1889,2063,2503
3000,32.28,33.23,36208.18,1609,1736,2894,2817,1449,1506,619,653,1974,1877,2101,2551
4000,32.28,33.22,36617.84,1565,1676,2928,2826,1453,1489,603,624,1977,1873,2089,2556
5000,32.28,33.21,36874.58,1570,1674,2977,2870,1438,1492,594,580,1958,1852,2131,2574
6001,32.28,33.21,36745.76,1525,1667,2999,2925,1435,1462,589,572,1961,1870,2153,2607
7001,32.28,33.22,36617.84,1513,1605,3012,2928,1425,1480,587,571,1951,1875,2209,2621
8001,32.28,33.22,36396.11,1507,1623,3068,2944,1408,1464,576,556,1933,1868,2177,2646
9001,32.28,33.21,35777.14,1505,1554,3110,2969,1392,1446,578,562,1949,1870,2231,2604
