timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,27.01,1015.1,42.53,72829.81,472,0,500,5,574,5,637,3,578,13,497,3
1000,27.01,1015.12,42.51,73274.18,493,2,501,0,570,1,630,3,570,0,499,3
2000,27.02,1015.1,42.5,73659.41,484,0,504,5,584,4,630,4,566,0,483,9
3000,27.02,1015.09,42.49,74376.3,500,0,525,3,592,4,636,2,565,0,512,4
4000,27.03,1015.12,42.48,74773.23,573,5,527,6,596,4,655,7,582,3,567,8
5000,27.04,1015.11,42.47,75716.11,629,8,542,6,613,1,664,3,595,1,591,9
6001,27.04,1015.1,42.45,75921.26,672,10,546,3,606,6,666,5,607,8,609,14
7001,27.05,1015.13,42.41,76334.9,685,15,559,0,595,3,652,0,622,6,600,12
8001,27.05,1015.12,42.38,76613.18,682,16,574,1,585,0,643,0,625,2,615,12
9001,27.06,1015.12,42.36,77317.83,673,16,576,5,567,4,638,4,634,1,602,11
