timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.37,1024.76,32.17,29671.39,7531,11404,18024,23261,7844,10897,400,1097,5823,10503,18024,15085
1000,33.37,1024.76,32.16,29381.31,6170,10537,18245,23295,8522,11528,400,1058,5655,10481,18534,15310
2000,33.37,1024.75,32.16,29157.34,4940,9546,18190,24062,8806,11809,400,1033,5945,10740,19223,15310
3000,33.37,1024.74,32.16,29076.74,4219,8229,18451,23435,8852,11730,400,1051,7143,11505,19444,15490
4000,33.37,1024.75,32.15,29096.85,3223,6764,17928,23121,8858,11933,400,1213,8782,12518,19375,15490
5000,33.37,1024.74,32.15,29157.34,2519,6308,17059,22598,9501,12316,678,1766,10132,13644,18245,15220
6001,33.37,1024.74,32.16,29036.61,2168,6162,16728,21343,10416,13171,1482,2528,10711,14026,17321,14859
7001,33.37,1024.75,32.15,28798.12,2300,6177,16108,21099,11006,13576,1951,2884,10445,13497,16205,14522
8001,33.37,1024.74,32.14,28486.16,2963,6729,15584,21204,10919,13441,1825,2757,10288,13430,15350,14207
9001,33.38,1024.74,32.15,28218.69,3925,7914,15543,20646,10670,13306,1469,2489,9981,13194,14509,14083
