timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,36.15,1011.54,30.96,24348.49,2217,1261,1173,836,400,56,456,288,627,453,776,617
1000,36.15,1011.54,30.98,23784.18,2131,1249,1144,811,400,58,470,288,652,452,787,636
2000,36.15,1011.54,30.97,23299.42,2092,1229,1147,806,400,53,481,297,679,484,802,641
3000,36.15,1011.54,30.97,22918.3,2004,1226,1107,795,400,55,479,293,726,491,805,674
4000,36.15,1011.54,30.98,22671.08,1973,1176,1084,804,400,52,471,299,763,518,824,685
5000,36.15,1011.54,30.99,22357.55,1917,1161,1061,783,400,50,481,315,785,528,830,703
6001,36.15,1011.54,30.99,22262.81,1885,1141,1049,754,400,51,490,324,817,564,844,718
7001,36.15,1011.55,31.0,21937.48,1856,1130,1022,762,400,43,517,320,851,565,857,729
8001,36.14,1011.53,31.01,21643.78,1779,1124,999,764,400,45,549,332,920,618,876,749
9001,36.14,1011.52,31.0,21336.16,1714,1084,964,745,400,45,581,350,983,652,897,775
