timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,36.13,1011.56,30.9,28351.8,2312,1277,1306,978,400,101,400,322,581,528,708,678
1000,36.13,1011.55,30.89,28237.63,2320,1311,1273,954,400,107,400,303,585,536,709,658
2000,36.13,1011.55,30.89,28237.63,2300,1310,1273,953,400,103,400,312,591,529,720,658
3000,36.13,1011.56,30.88,28505.46,2315,1315,1216,946,400,102,400,307,597,524,719,666
4000,36.13,1011.56,30.89,28582.92,2285,1313,1221,920,400,96,400,303,600,533,735,668
5000,36.13,1011.55,30.9,28699.9,2254,1295,1189,925,400,93,400,301,587,533,735,687
6001,36.13,1011.56,30.9,28699.9,2236,1297,1181,920,400,84,400,282,603,537,749,685
7001,36.13,1011.55,30.9,28563.52,2207,1298,1154,898,400,90,400,286,601,529,757,701
8001,36.13,1011.55,30.91,28199.78,2187,1303,1153,901,400,89,400,280,610,529,763,713
9001,36.13,1011.55,30.91,27863.63,2109,1278,1139,898,400,89,400,273,608,543,767,735
