timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.96,33.58,138488.97,400,93,400,59,400,19,400,42,400,36,402,61
1000,31.96,33.58,137245.4,400,92,400,57,400,27,400,37,400,38,400,61
2000,31.96,33.59,138034.16,400,93,400,57,400,27,400,43,400,40,400,55
3000,31.96,33.59,137582.33,400,93,400,54,400,27,400,34,400,42,400,56
4000,31.96,33.59,138374.99,400,86,400,56,400,21,400,38,400,41,400,65
5000,31.96,33.59,137807.88,400,90,400,55,400,23,400,40,400,41,400,58
6001,31.96,33.58,138261.19,400,92,400,58,400,24,400,39,400,38,400,54
7001,31.96,33.58,138261.19,400,89,403,56,400,29,400,38,400,40,400,59
8001,31.97,33.58,138147.58,400,93,400,63,400,22,400,36,400,44,400,59
9001,31.97,33.58,138946.78,400,92,400,58,400,29,400,37,400,40,400,60
