timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.17,1012.74,38.59,32539.81,3098,5671,400,778,1363,4397,10624,13565,29225,40619,52169,50101
1000,33.17,1012.74,38.38,36906.92,2700,5530,400,702,1143,4096,9182,12327,31374,41386,46709,46963
2000,33.17,1012.74,38.16,39358.15,3022,5806,400,707,1220,4237,7891,11426,31761,42153,42532,45604
3000,33.18,1012.77,38.0,40729.76,4558,7149,400,769,1387,4608,7427,11235,31195,41386,42442,46231
4000,33.18,1012.77,37.87,40769.22,8400,10391,400,931,1823,5275,7421,11201,29076,40131,45127,47417
5000,33.18,1012.77,37.79,39842.66,10531,11989,400,1056,2300,5871,7763,11393,28197,39643,45963,47835
6001,33.18,1012.77,37.76,38635.32,11365,12574,400,1162,2869,6248,8481,12079,27728,39121,41100,45011
7001,33.18,1012.77,37.76,36939.33,8122,9873,400,1270,3071,6313,9240,12664,27632,39365,38504,44314
8001,33.18,1012.77,37.8,35120.14,5499,7971,400,1395,2744,6077,10028,13103,27728,38877,39787,45046
9001,33.18,1012.76,37.85,33525.06,4545,6995,400,1443,2028,5410,10804,13700,27273,39155,42084,46371
