timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.37,1014.1,35.25,20932.4,57330,16603,57330,14128,57330,14612,40235,9254,57330,38145,57330,54876
1000,32.37,1014.1,35.23,21185.61,57330,16109,57330,13959,57330,14634,43367,9614,57330,37482,57330,56270
2000,32.37,1014.1,35.22,21554.99,57330,16278,57330,14139,57330,14488,42532,9682,57330,36681,57330,57281
3000,32.37,1014.1,35.22,21778.35,57330,16707,57330,14105,57330,14465,44411,9783,57330,35983,57330,58431
4000,32.37,1014.09,35.19,22006.39,57330,17788,57330,14060,57330,14387,47962,10334,57330,35007,57330,58710
5000,32.38,1014.09,35.18,22098.95,57330,19112,57330,13925,57330,14319,51363,10897,57330,35321,57330,59163
6001,32.38,1014.1,35.17,22215.75,57330,20228,57330,14004,57330,14297,55331,11753,57330,35705,57330,58815
7001,32.38,1014.1,35.16,22286.42,57330,21796,57330,14263,57330,14297,57330,12496,57330,37413,57330,58954
8001,32.38,1014.09,35.15,22333.79,57330,22040,57330,14409,57330,14173,57330,13430,57330,38458,57330,58919
9001,32.38,1014.09,35.14,22429.13,57330,23470,57330,14792,57330,14139,57330,13689,57330,40550,57330,58745
