timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.57,32.55,15419.15,3858,5566,6732,7937,1604,2844,986,1332,1845,2595,1917,3845
1000,32.57,32.56,14842.04,3846,5435,6634,7959,1619,2824,1234,1545,1855,2586,1920,4001
2000,32.57,32.57,14335.85,3804,5315,6501,7858,1622,2849,1470,1796,1888,2658,1942,3981
3000,32.57,32.58,13927.36,3824,5375,6263,7813,1615,2858,1676,2023,1926,2706,1973,4071
4000,32.57,32.58,13532.78,3831,5385,6263,7633,1637,2863,1903,2237,1968,2699,1988,4061
5000,32.57,32.59,13463.42,3834,5390,6118,7813,1617,2879,2153,2501,2000,2674,1999,4081
6001,32.57,32.58,13585.26,3883,5480,5927,7577,1626,2881,2558,2681,2052,2729,2011,4161
7001,32.57,32.58,13817.48,3979,5455,5777,7408,1640,2898,2958,2870,2082,2745,2008,4201
8001,32.57,32.59,14142.91,4086,5505,5765,7441,1633,2923,3277,3093,2128,2761,2034,4161
9001,32.57,32.57,14514.05,4212,5606,5580,7171,1655,2891,3647,3439,2234,2840,2029,4252
