timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.78,1024.88,31.33,29016.58,35282,24132,15323,13002,8539,8162,11655,9850,851,2466,6975,6970
1000,33.78,1024.88,31.35,28699.9,35580,24027,15391,13148,8099,7835,11748,10121,821,2399,7103,7045
2000,33.78,1024.88,31.34,28351.8,35252,23714,15584,12912,8064,7790,12235,10143,815,2408,6501,6794
3000,33.78,1024.88,31.35,27919.1,35610,24132,15460,13216,8412,8072,12442,10391,794,2369,5898,6634
4000,33.78,1024.88,31.36,27553.43,36833,24690,15777,13239,8522,8162,11788,10177,807,2441,5371,6438
5000,33.78,1024.88,31.37,27127.08,37520,25003,16522,13441,7873,7734,10850,9389,764,2334,5748,6569
6001,33.78,1024.93,31.39,26629.19,37669,25038,16715,13542,7387,7351,9651,8455,644,2150,6605,6834
7001,33.78,1024.93,31.39,26198.09,37251,24899,17128,13689,6808,7020,9286,8376,567,2080,6883,6879
8001,33.78,1024.93,31.4,25812.35,36624,24864,16660,13644,6118,6839,9709,8500,578,2129,4128,5816
9001,33.78,1024.92,31.42,25484.04,36266,24062,16163,13216,6616,6950,10103,8905,732,2300,2462,4853
