timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.82,33.23,125000.5,400,91,400,85,400,41,400,31,400,33,400,79
1000,31.83,33.24,124537.54,400,97,400,87,400,39,400,33,400,38,400,77
2000,31.83,33.23,124722.31,400,96,400,90,400,46,400,33,400,36,400,73
3000,31.83,33.22,124907.63,400,93,400,88,400,48,400,36,400,37,400,71
4000,31.83,33.22,125000.5,400,99,400,83,400,38,400,37,400,26,400,77
5000,31.84,33.21,124722.31,400,99,400,85,400,45,400,34,400,37,400,81
6001,31.84,33.22,124629.86,400,97,400,89,400,40,400,38,400,33,400,78
7001,31.84,33.22,125000.5,400,95,400,90,400,40,400,38,400,37,400,78
8001,31.84,33.21,124537.54,400,97,400,86,400,43,400,39,400,34,400,82
9001,31.84,33.21,124445.36,400,94,400,92,400,40,400,36,400,41,400,78
