timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.64,1012.76,37.95,57176.54,57330,48288,57330,60000,4916,5631,400,49,400,805,693,2718
1000,32.65,1012.77,37.76,60120.72,57330,47974,57330,60000,3758,4758,400,34,400,791,627,2579
2000,32.67,1012.75,37.6,61800.25,57330,55922,57330,53307,3208,4337,400,26,400,883,887,2791
3000,32.68,1012.75,37.47,65102.65,57330,60000,55540,43582,4506,5400,400,25,644,1137,1932,3765
4000,32.69,1012.76,37.33,68721.68,57330,60000,34596,32881,8933,7723,400,31,1218,1607,3623,5159
5001,32.7,1012.74,37.18,72204.25,57330,60000,28390,30859,14854,11505,400,41,1971,2297,1900,4101
6001,32.71,1012.75,37.04,74640.45,57330,60000,32507,32637,19265,13700,400,41,2972,2840,1103,3018
7001,32.72,1012.73,36.91,74376.3,57330,60000,39399,36227,19485,13846,400,54,3245,3029,1554,3409
8001,32.73,1012.77,36.81,74048.72,57330,60000,40414,36750,17735,13509,400,51,2901,2990,3201,4959
9001,32.74,1012.75,36.72,75107.27,57330,60000,34506,33125,15447,12878,400,60,3311,3254,1715,3855
