timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.99,33.5,142358.67,400,86,400,64,400,23,400,0,400,19,400,58
1000,31.99,33.51,142721.21,400,86,400,59,400,16,400,12,400,23,400,56
2000,31.99,33.5,143329.57,400,92,400,58,400,18,400,13,400,26,400,64
3000,31.99,33.51,142479.31,400,89,400,63,400,20,400,3,400,19,400,68
4000,31.99,33.5,142842.47,400,84,400,57,400,21,400,4,400,23,400,60
5001,32.0,33.51,143329.57,400,84,400,60,400,20,400,8,400,19,400,67
6001,32.0,33.51,143085.61,400,89,400,57,400,18,400,7,400,20,400,58
7001,32.0,33.51,142600.16,400,87,400,62,400,18,400,12,400,14,400,58
8001,32.0,33.52,143085.61,400,89,400,56,400,13,400,7,400,21,400,60
9001,32.0,33.5,141997.97,400,85,400,60,400,15,400,16,400,22,400,59
