timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,36.17,1011.51,31.1,21185.61,2256,1218,1607,991,441,155,740,400,554,397,603,481
1000,36.17,1011.52,31.12,20953.27,2256,1196,1574,974,438,159,762,420,568,404,609,481
2000,36.17,1011.52,31.12,20563.73,2217,1186,1578,987,450,162,785,422,566,391,611,463
3000,36.17,1011.53,31.13,20305.45,2249,1191,1577,990,443,164,798,464,577,403,623,460
4000,36.17,1011.53,31.14,19882.83,2251,1186,1585,974,454,162,802,473,582,405,620,465
5000,36.17,1011.53,31.14,19807.88,2236,1192,1558,991,451,165,819,483,587,410,613,463
6001,36.17,1011.54,31.12,19901.66,2246,1198,1583,989,461,171,835,496,596,405,619,453
7001,36.17,1011.54,31.11,20266.29,2278,1195,1555,981,469,170,842,507,617,413,617,461
8001,36.17,1011.54,31.09,20828.67,2354,1216,1556,981,470,172,835,518,610,424,614,459
9001,36.17,1011.54,31.08,21271.38,2334,1221,1522,970,471,176,842,531,612,416,609,458
