timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.48,32.89,13013.27,3603,4056,1901,2833,5302,5621,6321,5475,3512,3349,3441,5009
1000,32.48,32.88,13309.95,3625,4036,1931,2911,5313,5576,6147,5460,3498,3289,3441,5024
2000,32.48,32.88,13673.65,3613,4101,1979,2937,5255,5656,5881,5380,3439,3259,3404,4994
3000,32.48,32.87,13872.2,3682,4161,2046,2981,5174,5631,5603,5390,3397,3264,3451,5004
4000,32.48,32.86,14171.52,3745,4081,2141,3057,5128,5596,5273,5189,3358,3208,3466,4984
5000,32.48,32.86,14464.11,3714,4136,2254,3043,4977,5555,4889,5154,3323,3143,3453,5019
6001,32.48,32.85,14873.55,3814,4227,2379,3188,4901,5525,4695,5064,3326,3213,3463,5029
7001,32.48,32.84,15185.2,3863,4312,2514,3259,4852,5530,4509,4878,3365,3274,3463,5054
8001,32.48,32.82,15613.89,3964,4372,2622,3409,4850,5510,4369,4743,3304,3294,3485,5079
9001,32.48,32.82,15849.39,4042,4367,2710,3595,4759,5460,4182,4638,3284,3198,3471,4994
