timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.35,33.1,23534.23,4298,3815,3147,3534,1384,1757,749,901,2031,2214,2906,3504
1000,32.35,33.09,23784.18,4244,3835,3117,3570,1354,1739,728,865,2009,2170,2884,3559
2000,32.35,33.09,23838.08,4145,3760,3132,3575,1320,1699,718,831,2003,2152,2899,3570
3000,32.36,33.09,24056.14,4101,3760,3083,3509,1327,1683,712,831,1986,2152,2906,3559
4000,32.36,33.08,24362.59,4091,3770,3068,3484,1294,1674,693,811,1968,2161,2970,3615
5000,32.36,33.07,24764.08,4045,3675,3051,3519,1261,1633,682,804,1960,2101,2941,3655
6001,32.36,33.06,25103.91,3898,3610,3039,3419,1235,1603,666,772,1944,2073,2968,3655
7001,32.36,33.05,25545.93,3890,3595,3002,3434,1216,1570,671,754,1944,2113,2997,3780
8001,32.36,33.05,26100.58,3817,3625,2985,3434,1205,1556,652,760,1929,2122,3007,3705
9001,32.36,33.05,26478.36,3750,3499,2921,3374,1192,1524,636,741,1915,2110,3007,3715
