timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.42,32.86,23946.61,4410,4196,3799,4287,1967,2547,1251,1637,3122,2886,3419,4623
1000,32.42,32.87,24447.52,4432,4206,3861,4392,1952,2489,1194,1600,3144,2870,3382,4658
2001,32.43,32.86,24807.88,4432,4201,3944,4382,1927,2526,1138,1596,3211,2895,3358,4653
3001,32.43,32.87,25133.91,4491,4232,3956,4397,1913,2524,1095,1478,3203,2858,3380,4578
4001,32.43,32.86,25361.15,4477,4242,3947,4452,1870,2498,1032,1434,3215,2923,3336,4648
5001,32.43,32.86,25733.42,4509,4287,3979,4608,1851,2461,990,1402,3198,2918,3291,4603
6001,32.43,32.85,25812.35,4442,4277,4023,4648,1824,2447,943,1326,3183,2930,3284,4633
7001,32.43,32.85,26230.75,4518,4297,4020,4608,1802,2397,886,1303,3142,2877,3211,4537
8001,32.43,32.84,26495.04,4570,4312,3986,4638,1781,2406,843,1272,3142,2865,3223,4507
9001,32.43,32.85,26901.6,4680,4402,4020,4743,1758,2362,832,1255,3139,2868,3171,4517
