timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.56,1024.83,32.3,25530.43,9165,12664,4972,11505,3878,8151,655,2205,7937,11561,10167,11809
1000,33.56,1024.83,32.29,25623.72,9454,13126,5365,11877,3750,7982,509,2027,7676,11539,10074,11696
2000,33.56,1024.83,32.28,25812.35,9530,13148,5614,12124,3755,7892,434,1884,7537,11314,9813,11404
3000,33.57,1024.83,32.27,25939.66,9344,13025,5672,11967,3743,7880,498,2023,7311,11156,9309,11167
4000,33.57,1024.83,32.26,26263.5,9078,12800,5748,12000,3755,8038,721,2362,7346,11044,8898,10773
5000,33.57,1024.84,32.26,26362.23,8638,12574,5684,12023,3824,8207,1228,2826,7468,11280,8545,10751
6001,33.57,1024.84,32.24,26395.31,8209,12180,5504,11820,4077,8567,1837,3645,7445,11122,8400,10650
7001,33.57,1024.83,32.25,26495.04,7659,11741,5336,11741,4325,9029,2997,4763,7699,11426,5759,8376
8001,33.57,1024.82,32.23,26578.72,5452,9817,4916,11257,4776,9828,4680,6012,9321,12574,1768,5074
9001,33.57,1024.83,32.24,26445.08,2531,6238,4756,11235,5174,9907,6663,6829,11064,13903,1517,4994
