timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.39,1024.86,31.09,42714.53,56166,18067,57330,30092,57330,31870,57330,51495,57330,43826,528,1047
1000,33.39,1024.85,31.09,42370.41,57330,20646,57330,30580,57330,32846,57330,51704,57330,44035,400,954
2000,33.39,1024.86,31.09,42757.94,57330,20960,57330,30127,57330,33578,57330,51878,57330,44733,400,883
3000,33.39,1024.86,31.08,43826.88,57330,20263,57330,29779,57330,33857,57330,52819,57330,45360,400,886
4000,33.39,1024.85,31.05,45583.73,53183,18032,56286,28210,57330,35251,57330,52018,57330,45011,604,938
5000,33.4,1024.85,31.02,47009.8,43129,15220,56316,28559,57330,35251,57330,52122,57330,45186,672,984
6001,33.4,1024.85,31.0,47088.01,42114,15208,57330,28768,57330,32079,57330,51216,57330,45186,672,993
7001,33.4,1024.87,30.97,46490.36,44501,15546,57330,29779,54884,29814,57330,50589,57330,46057,688,1007
8001,33.4,1024.86,30.97,44569.7,35163,14240,57330,31487,56495,31243,57330,49787,57330,46336,588,969
9001,33.4,1024.87,30.97,42370.41,25716,12225,57330,32079,57330,33439,57330,49961,57330,47870,424,886
