timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.59,32.57,14287.12,4187,5907,4408,6418,4415,6047,1963,3319,2005,2928,2209,4613
1000,32.59,32.56,14574.44,4091,5821,4511,6498,4408,6047,1918,3203,2005,2875,2214,4738
2000,32.59,32.56,14958.24,4008,5831,4607,6553,4445,6062,1915,3309,2001,2918,2219,4738
3000,32.59,32.55,15351.58,3949,5746,4673,6533,4482,6077,1875,3229,2024,2944,2229,4713
4000,32.59,32.55,15801.72,3826,5686,4749,6689,4516,6087,1831,3168,2016,2909,2168,4628
5000,32.59,32.55,16316.98,3772,5540,4862,6684,4526,6157,1777,3018,2023,2944,2175,4688
6001,32.59,32.54,16719.37,3726,5550,4955,6804,4563,6238,1759,3031,2015,2939,2177,4668
7001,32.59,32.53,17128.15,3655,5420,5140,6889,4634,6152,1696,2988,2001,2928,2165,4728
8001,32.59,32.53,17440.85,3539,5390,5447,7045,4648,6313,1676,2916,2009,2932,2133,4648
9001,32.6,32.53,17840.59,3512,5395,5499,7070,4715,6308,1630,2930,1993,2983,2101,4628
