timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.6,1024.87,31.82,18781.22,53660,25038,57330,40410,31403,22528,1918,4227,14495,12777,57330,25770
1000,33.6,1024.89,31.83,19387.61,53272,25770,57330,41073,28445,20820,1791,3951,14950,12642,57330,25700
2000,33.6,1024.9,31.83,19977.33,57330,28071,57330,41386,23565,15974,1475,3489,16770,13486,57330,25700
3000,33.6,1024.89,31.82,20644.53,57330,31417,57330,41595,11835,12203,1130,2978,20271,14533,57330,25282
4000,33.6,1024.89,31.8,21577.12,57330,32777,57330,42014,8250,9648,1014,2905,23496,15546,57330,24968
5001,33.6,1024.88,31.78,22968.4,57330,33892,57330,42118,8203,10064,839,2750,25757,16199,57330,25212
6001,33.6,1024.89,31.75,24662.47,57330,34554,57330,42049,10670,12023,726,2563,26998,17474,57330,24934
7001,33.6,1024.89,31.7,26116.78,57330,34310,57330,41073,16053,13790,681,2507,26529,16255,57330,25735
8001,33.6,1024.89,31.64,27391.99,57330,34066,57330,40585,21029,15253,639,2346,25013,15884,57330,26223
9001,33.6,1024.89,31.59,28105.59,57330,34380,57330,40375,23510,16008,598,2251,22959,15242,57330,26886
