timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.58,1012.61,38.73,13899.72,5997,4257,19609,9749,57330,40863,57330,55190,57330,60000,8806,9175
1000,32.58,1012.61,38.72,14384.91,2707,2854,26212,11820,57330,40375,57330,55817,57330,60000,8892,9366
2000,32.58,1012.61,38.69,15163.29,3979,3259,31135,12833,57330,40898,57330,57874,57330,60000,18920,13497
3000,32.59,1012.6,38.63,16639.95,4808,3735,37669,13610,57330,38145,57330,58536,57330,60000,33581,18415
4000,32.59,1012.59,38.51,18781.22,5620,3991,40921,13959,57330,38493,57330,60000,57330,60000,47693,24202
5000,32.59,1012.63,38.37,20034.46,6396,4156,43248,14556,57330,40062,57330,59756,57330,60000,46142,23121
6001,32.59,1012.63,38.24,20523.57,8736,4893,33939,12811,57330,41526,57330,57769,57330,60000,44740,22807
7001,32.6,1012.62,38.14,20543.63,10856,5490,25578,11145,57330,42014,57330,56514,57330,60000,49155,24968
8001,32.6,1012.62,38.08,20423.85,9315,5119,11945,7183,57330,42083,57330,54039,57330,60000,57330,29116
9001,32.6,1012.61,38.01,20443.72,9304,5054,6176,5199,57330,40341,57330,50031,57330,60000,57330,32114
