timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.21,1012.81,36.64,13736.2,400,1110,1578,3050,5574,9817,4445,8995,10358,20332,2781,9456
1006,33.21,1012.82,36.66,14789.82,400,913,1167,2808,5116,9659,9408,13689,13544,26223,1106,6268
2006,33.21,1012.82,36.63,16880.52,400,802,918,2623,3888,7419,14413,16188,16646,28071,2035,8804
3006,33.21,1012.82,36.58,18916.45,400,733,646,2274,2180,5786,16494,17474,11406,21657,3866,11629
4006,33.21,1012.82,36.55,20746.43,400,674,426,2013,1575,4888,17859,19391,8950,16638,3073,9895
5006,33.21,1012.82,36.48,22549.45,400,574,400,1704,1369,4668,16591,17718,8012,15782,2119,7869
6006,33.21,1012.82,36.43,24822.52,400,544,400,1489,1357,4583,11846,14837,8475,16255,935,5761
7007,33.21,1012.82,36.35,27553.43,400,561,400,1681,1108,4156,10995,14533,8064,15512,799,5555
8007,33.21,1012.82,36.26,30688.55,400,561,409,1820,742,3354,11655,15208,5626,13576,769,5560
9007,33.21,1012.83,36.17,33103.04,400,509,408,1790,467,2789,11840,15366,4815,13250,875,5806
