timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.43,1024.86,30.89,42757.94,42621,14826,46500,22982,57330,34275,57330,42118,57330,51146,1482,1944
1000,33.43,1024.86,30.87,42757.94,42651,14916,47544,23121,57330,32254,57330,43582,57330,50798,693,1464
2000,33.43,1024.86,30.84,42541.78,38176,14263,43248,20925,53959,29605,57330,45709,57330,45569,400,1220
3000,33.43,1024.87,30.82,41492.93,44143,15152,35908,17892,45038,25491,57330,48183,57330,36018,400,1060
4000,33.43,1024.86,30.82,40848.39,37907,14342,33313,17021,32298,19356,57330,49787,53690,30790,400,1012
5000,33.44,1024.85,30.82,39956.17,50020,16916,31821,16244,25964,16008,57330,49647,48917,29256,705,1136
6001,33.44,1024.84,30.81,39956.17,57330,20576,30240,16289,24475,15659,57330,49090,48976,29779,1344,1342
7001,33.44,1024.85,30.8,40108.53,57330,21587,34775,18206,24999,15535,57330,48846,52586,30929,1651,1549
8001,33.44,1024.87,30.78,40927.86,55212,19322,38504,19426,28838,18311,57330,47103,55629,31487,1486,1547
9001,33.44,1024.87,30.76,41864.5,57330,20402,39817,19879,41249,23923,57330,45918,57330,33787,1180,1441
