timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.56,32.49,28758.75,6362,6714,6338,7205,1618,2893,408,952,1502,2320,1904,3986
1000,32.56,32.48,29463.61,6182,6649,6419,7160,1605,2868,401,950,1490,2277,1873,4046
2000,32.56,32.49,29755.33,6130,6538,6541,7374,1575,2838,400,925,1511,2274,1861,3986
3000,32.56,32.48,30269.08,5950,6533,6657,7419,1573,2870,400,912,1522,2288,1863,3981
4000,32.56,32.47,30422.28,5811,6428,6721,7340,1595,2833,400,882,1506,2290,1840,3966
5001,32.56,32.49,30466.34,5586,6423,6946,7712,1572,2803,400,871,1510,2290,1839,3860
6001,32.57,32.48,29839.74,5447,6338,7068,7892,1581,2824,400,846,1517,2314,1831,3870
7001,32.57,32.48,28837.6,5192,6328,7004,7667,1572,2856,400,842,1531,2323,1820,3810
8001,32.57,32.5,27250.06,5226,6293,6946,7903,1580,2817,400,845,1520,2290,1819,3785
9001,32.57,32.5,25391.76,4966,6313,7039,7757,1586,2814,400,814,1520,2332,1822,3901
