timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.81,1024.92,31.37,27463.5,7919,9062,23510,16098,21250,14252,15529,10818,1842,4673,10219,9760
1000,33.81,1024.92,31.38,27250.06,9118,10008,23800,16210,21043,14263,17473,11505,1488,4136,10062,9366
2000,33.81,1024.94,31.38,27144.58,10740,11100,23786,16109,21470,14657,18176,12057,1144,3625,7647,7824
3000,33.81,1024.93,31.37,27039.91,11696,11719,23662,16131,23014,15152,17762,11865,905,3399,6645,7419
4000,33.81,1024.93,31.38,27022.54,12345,12023,23676,16394,23455,15445,17266,11809,822,3108,6744,7408
5000,33.81,1024.94,31.38,26970.58,13324,12135,24213,16742,22849,15006,17059,11899,977,3369,7045,7599
6001,33.81,1024.94,31.38,26798.79,13792,12507,24310,16986,21222,14589,17101,11899,1336,3735,6848,7363
7001,33.81,1024.93,31.37,26362.23,14371,12383,24696,16289,19637,14150,18286,12394,1757,4232,4766,6433
8001,33.81,1024.94,31.4,25796.53,13834,12473,25054,17126,18272,13756,19196,12631,2577,5009,3041,5380
9001,33.81,1024.94,31.39,25284.95,13999,12552,24999,17230,16384,13205,19334,12698,3844,5776,2722,5280
