timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.94,32.99,127755.06,400,88,400,91,400,36,400,19,400,54,400,93
1000,31.94,33.0,128144.55,400,89,400,97,400,34,400,19,400,51,400,99
2000,31.95,33.0,127464.49,400,94,400,101,400,31,400,16,400,54,400,99
3000,31.95,33.0,127949.51,400,85,400,95,400,32,400,12,400,51,400,100
4000,31.95,32.98,127852.21,400,95,400,94,400,30,400,14,400,48,400,102
5000,31.95,32.99,128733.27,400,101,400,94,400,29,400,12,400,55,400,101
6001,31.95,32.99,128144.55,400,101,400,91,400,31,400,10,400,52,400,100
7001,31.96,32.97,128930.71,400,91,400,97,400,24,400,14,400,52,400,100
8001,31.96,32.95,129426.98,400,102,400,97,400,31,400,15,400,51,400,97
9001,31.96,32.93,128831.92,400,102,400,99,400,24,400,21,400,51,400,100
