timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,36.17,1011.53,31.07,21755.81,2352,1213,1524,964,478,183,830,523,614,423,605,453
1000,36.17,1011.53,31.06,22052.57,2384,1223,1532,978,480,178,815,513,630,433,601,447
2000,36.17,1011.53,31.05,22310.08,2484,1213,1499,966,472,178,804,519,633,432,607,457
3000,36.17,1011.54,31.06,22549.45,2462,1216,1486,947,476,181,781,506,632,442,620,462
4000,36.17,1011.54,31.04,22695.56,2487,1242,1481,950,472,180,759,496,644,460,631,468
5000,36.17,1011.54,31.03,23018.71,2541,1237,1451,954,458,180,747,493,634,465,632,470
6001,36.17,1011.54,31.02,23481.65,2629,1254,1412,923,461,178,732,489,632,456,642,475
7001,36.17,1011.54,31.01,24042.4,2651,1247,1401,927,454,175,711,476,642,445,652,483
8001,36.16,1011.51,30.99,24822.52,2666,1261,1380,921,447,171,699,475,648,450,658,483
9001,36.16,1011.52,30.97,25608.12,2712,1272,1359,921,443,170,682,466,645,453,658,489
