timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.18,33.59,21688.45,1087,891,1009,856,1294,988,1805,1499,1998,1619,1120,1073
1000,32.19,33.59,21599.29,1086,915,1028,869,1327,1001,1804,1545,2023,1609,1132,1109
2000,32.19,33.59,21466.92,1103,933,1058,916,1322,1020,1794,1529,2051,1679,1161,1109
3000,32.19,33.59,21292.93,1121,931,1071,920,1344,1033,1795,1559,2064,1667,1165,1114
4000,32.19,33.59,21228.4,1164,955,1088,953,1350,1048,1786,1556,2128,1725,1188,1136
5001,32.19,33.59,21100.53,1178,966,1080,980,1359,1079,1792,1563,2180,1704,1205,1157
6001,32.2,33.58,20911.57,1201,979,1103,993,1378,1096,1814,1545,2256,1780,1196,1177
7001,32.2,33.58,20870.04,1239,1000,1114,1000,1385,1118,1806,1524,2244,1780,1205,1169
8001,32.2,33.58,20849.33,1235,1000,1107,1025,1388,1119,1811,1561,2303,1838,1227,1184
9001,32.2,33.56,20705.55,1298,1038,1141,1024,1396,1149,1843,1630,2263,1815,1234,1185
