timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.09,1012.7,37.24,22918.3,8667,2893,50080,23539,17211,15298,25592,17439,24020,20507,8725,8297
1000,33.09,1012.7,37.19,22075.74,7103,3057,48290,22982,18038,15591,27384,18973,25647,22459,9761,9265
2000,33.09,1012.7,37.18,21100.53,2995,2281,41458,19112,20395,16131,27894,19391,27508,23818,6240,6895
3000,33.09,1012.7,37.19,20072.73,2749,2198,36923,17614,22352,17927,26501,17823,27563,23295,4187,6047
4000,33.09,1012.69,37.2,19280.89,5319,2985,38922,18590,24034,20019,25605,16882,25964,21866,4307,6207
5000,33.09,1012.69,37.24,18697.68,9408,4362,41547,21099,25702,21204,24448,16210,24475,20716,3157,5505
6001,33.09,1012.69,37.27,18086.24,10172,4868,45038,22319,26667,22319,22215,15253,21663,17718,1240,3825
7001,33.09,1012.69,37.33,17586.8,11319,5405,47395,23609,27549,22807,20671,14938,18755,16041,557,2870
8001,33.09,1012.72,37.38,17100.28,11846,5646,51303,25038,27935,23086,22325,15456,18755,16098,400,2371
9001,33.09,1012.72,37.41,16853.45,9362,4919,54048,26398,27742,23505,24006,15996,20202,16812,400,2242
