timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.31,33.26,18865.51,2523,2390,2683,2962,1977,2087,866,919,2838,2367,2369,2854
1000,32.31,33.25,19192.85,2555,2420,2698,2983,2003,2115,883,935,2847,2346,2332,2891
2000,32.31,33.24,19733.48,2536,2413,2661,2955,2029,2163,853,920,2803,2385,2330,2854
3000,32.31,33.23,20384.23,2592,2450,2656,2976,2031,2212,842,930,2798,2353,2401,2868
4000,32.31,33.23,21100.53,2541,2452,2646,2923,2045,2221,843,911,2774,2380,2359,2879
5001,32.32,33.21,21778.35,2536,2424,2649,2958,2054,2237,824,898,2771,2350,2403,2900
6001,32.32,33.2,22501.17,2577,2480,2641,2988,2064,2290,819,893,2754,2364,2398,2884
7001,32.32,33.2,23170.98,2636,2464,2680,2971,2104,2295,820,895,2727,2323,2433,2918
8001,32.32,33.2,23919.39,2619,2498,2668,2953,2104,2320,813,881,2685,2353,2460,2955
9001,32.32,33.19,24390.83,2646,2519,2705,2974,2099,2320,803,869,2651,2348,2533,2960
