timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.81,1014.13,32.09,66863.23,1221,1616,400,521,5134,4206,57330,27199,57330,60000,3076,3304
1000,32.43,1014.09,35.61,24778.66,771,1327,400,493,4857,4106,57330,29918,57330,60000,2531,3057
2000,32.2,1014.12,35.6,28582.92,550,1195,400,478,4585,3931,57330,31940,57330,60000,1626,2694
3000,32.05,1014.14,35.54,33233.77,412,1102,400,458,4486,3926,57330,32811,57330,60000,1720,2718
4000,31.96,1014.12,35.44,38075.91,400,961,400,406,4469,3926,57330,35147,57330,60000,2634,3118
5001,31.9,1014.12,35.34,43064.29,400,842,400,351,4430,4006,57330,37691,57330,60000,3132,3519
6001,31.87,1014.15,35.24,48084.57,400,710,400,325,4405,3996,57330,40131,57330,60000,2538,3113
7001,31.85,1014.15,35.12,53603.58,400,700,400,316,4901,4412,57330,41561,57330,60000,3323,3610
8001,31.84,1014.11,34.99,59231.14,400,743,400,397,6362,4954,57330,44314,57330,60000,4882,4728
9001,31.84,1014.11,34.85,62816.21,400,848,484,526,8134,5656,57330,40480,57330,60000,5308,4924
