timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.33,33.16,24676.94,3157,2757,3071,3213,1919,2309,772,839,2754,2471,2811,3274
1000,32.33,33.16,24278.24,3161,2729,3056,3254,1929,2286,773,855,2732,2422,2845,3244
2000,32.33,33.17,24028.67,3225,2796,3044,3279,1911,2295,786,838,2698,2413,2877,3279
3000,32.33,33.17,23770.74,3230,2794,3041,3239,1896,2214,800,873,2720,2464,2867,3269
4000,32.33,33.18,23196.55,3284,2821,3053,3284,1893,2249,807,869,2690,2450,2894,3324
5000,32.33,33.18,22744.68,3343,2879,3100,3349,1904,2217,821,868,2685,2427,2850,3304
6001,32.33,33.18,22333.79,3316,2851,3083,3324,1862,2221,824,863,2668,2378,2835,3374
7001,32.33,33.18,22075.74,3412,2911,3100,3344,1841,2187,843,887,2563,2422,2771,3294
8001,32.33,33.18,21688.45,3444,2923,3149,3399,1827,2187,859,916,2538,2408,2761,3339
9001,32.33,33.18,21488.87,3490,2939,3147,3394,1800,2166,870,942,2469,2369,2818,3364
