timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.6,32.53,18086.24,3412,5375,5730,7205,4724,6343,1540,2842,1977,2895,2155,4673
1000,32.6,32.53,18164.39,3377,5265,5945,7340,4702,6283,1491,2803,1968,2923,2092,4663
2000,32.6,32.54,18322.75,3269,5154,6188,7430,4722,6338,1445,2752,1969,2932,2060,4593
3000,32.6,32.53,18243.23,3237,5199,6362,7745,4661,6358,1401,2706,1955,2893,2066,4653
4000,32.6,32.53,18195.85,3206,5094,6564,7802,4666,6353,1358,2697,1958,2870,2067,4623
5001,32.6,32.53,17931.92,3188,5104,6634,7847,4668,6338,1346,2651,1939,2898,2053,4532
6001,32.6,32.53,17645.86,3164,5089,6825,7869,4641,6323,1295,2609,1933,2844,2056,4562
7001,32.6,32.53,17297.31,3169,5049,7091,8151,4607,6258,1278,2549,1920,2879,2041,4547
8001,32.6,32.55,16962.26,3179,5159,7184,8477,4582,6293,1253,2526,1915,2824,2027,4522
9001,32.6,32.53,16561.28,3260,5184,7271,8421,4526,6273,1255,2524,1901,2856,2032,4537
