timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.74,1024.86,31.77,21937.48,12883,12034,4445,6854,8962,8950,18603,12012,26805,16165,24861,14826
1000,33.74,1024.85,31.77,21960.4,11701,11629,4244,6629,8950,8927,21594,13182,31433,18206,23993,14454
2000,33.74,1024.85,31.77,22145.52,11186,11077,3868,6373,9535,9411,23386,13790,34118,19217,23786,14330
3000,33.74,1024.86,31.78,22286.42,11001,11055,3549,6147,10566,10154,23621,13723,34476,20054,23938,14387
4000,33.74,1024.84,31.77,22310.08,11643,11606,3493,6137,11516,10999,23786,13824,31821,18868,23359,14342
5000,33.74,1024.85,31.77,22262.81,14206,12383,3802,6333,12731,11302,23496,14150,27411,16267,21553,13554
6001,33.74,1024.85,31.77,21960.4,17404,13250,4391,6729,13503,11528,23758,14173,23855,15017,20285,13329
7001,33.74,1024.85,31.77,21554.99,19279,13903,5609,7622,13958,11764,23331,14004,19706,13936,21043,13520
8001,33.74,1024.85,31.78,21079.36,19472,13970,7502,8691,14826,12158,22504,13914,16453,13103,22821,14094
9001,33.74,1024.88,31.8,20746.43,17831,13419,8979,9648,16067,12619,21966,13835,14840,12631,23703,14240
