timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.45,32.83,24180.57,5649,5209,3664,4557,1322,1946,622,840,2460,2641,2936,4247
1000,32.45,32.84,23717.14,5475,5235,3620,4542,1317,1914,651,881,2467,2651,2945,4307
2000,32.45,32.85,22968.4,5487,5169,3534,4482,1293,1905,667,852,2509,2621,2990,4272
3000,32.45,32.86,22098.95,5313,5114,3515,4457,1325,1889,701,899,2614,2660,3009,4282
4000,32.45,32.85,21314.52,5186,5089,3402,4427,1326,1886,749,946,2609,2662,3046,4247
5000,32.45,32.86,20364.48,5128,5099,3414,4457,1342,1907,808,992,2680,2718,3029,4307
6001,32.45,32.87,19513.62,5058,5089,3318,4387,1342,1877,895,1030,2688,2734,3071,4372
7001,32.45,32.86,18714.32,4940,5114,3306,4317,1355,1863,1071,1139,2739,2741,3093,4362
8001,32.45,32.89,17962.57,4894,5054,3201,4307,1380,1880,1260,1219,2796,2754,3154,4402
9001,32.45,32.88,17283.09,4877,5019,3166,4277,1372,1900,1466,1319,2825,2750,3154,4422
