timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.86,33.63,120175.62,472,69,421,56,400,6,406,5,438,44,404,56
1000,31.86,33.63,120004.07,479,75,423,49,400,3,404,12,437,41,400,53
2000,31.86,33.63,120004.07,471,76,419,52,400,3,400,0,433,46,408,54
3000,31.86,33.63,120347.67,472,77,417,48,400,1,405,10,427,42,407,53
4000,31.86,33.62,121215.35,474,73,415,51,400,0,400,7,437,44,400,55
5000,31.86,33.63,121565.94,468,80,412,51,401,2,411,4,431,46,400,55
6001,31.86,33.61,121215.35,467,74,420,54,400,7,412,7,426,45,400,50
7001,31.86,33.63,121741.99,466,76,422,51,400,5,413,7,434,44,400,52
8001,31.86,33.63,122095.63,460,72,419,57,400,3,411,4,437,47,400,50
9001,31.86,33.62,122362.22,460,76,416,51,400,0,406,12,420,42,400,51
