timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.61,31.55,136687.49,400,87,400,102,400,26,400,2,400,36,400,127
1000,32.62,31.55,135914.0,400,82,400,98,400,22,400,0,400,30,400,124
2000,32.62,31.57,135914.0,400,79,400,101,400,21,400,0,400,25,400,118
3000,32.62,31.55,136687.49,400,84,400,102,400,20,400,2,400,31,400,121
4000,32.62,31.56,136023.96,400,83,400,101,400,23,400,0,400,32,400,123
5000,32.62,31.56,136910.11,400,83,400,100,400,20,400,4,400,30,400,117
6001,32.62,31.56,136023.96,400,83,400,103,400,26,400,2,400,28,400,120
7001,32.62,31.56,135914.0,400,81,400,100,400,25,400,5,400,35,400,119
8001,32.62,31.55,136687.49,400,86,400,101,400,23,400,0,400,33,400,123
9001,32.62,31.55,135914.0,400,79,400,100,400,22,400,1,400,32,400,116
