timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.11,33.35,148128.25,400,68,401,49,400,16,400,22,400,3,400,36
1000,32.11,33.33,147349.32,400,71,400,51,400,13,400,21,400,3,401,35
2000,32.11,33.34,147349.32,400,69,403,51,400,10,400,30,400,5,400,31
3000,32.12,33.33,147608.05,400,73,401,50,400,12,400,26,400,8,400,37
4000,32.12,33.34,147997.86,400,75,402,52,400,12,400,20,400,3,400,34
5001,32.12,33.34,148520.82,400,74,402,56,400,12,400,16,400,0,400,36
6001,32.12,33.33,148520.82,400,72,409,58,400,10,400,17,400,5,400,34
7001,32.12,33.33,148652.14,400,73,400,51,400,8,400,16,400,3,400,41
8001,32.12,33.31,148915.47,400,74,400,55,400,14,400,21,400,15,400,26
9001,32.12,33.32,149047.49,400,72,400,54,400,14,400,14,400,2,400,31
