timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.81,31.05,137807.88,400,96,400,83,400,10,400,3,400,44,400,124
1000,32.81,31.05,137021.69,400,100,400,82,400,15,400,7,400,35,400,126
2000,32.82,31.06,137021.69,400,96,400,84,400,11,400,8,400,44,400,131
3000,32.82,31.07,136576.45,400,103,400,89,400,14,400,10,400,43,400,124
4000,32.82,31.07,136798.71,400,99,400,85,400,16,400,15,400,36,400,120
5000,32.82,31.07,135257.94,400,98,400,85,400,15,400,10,400,39,400,121
6001,32.82,31.07,135914.0,400,98,400,87,400,12,400,16,400,43,400,123
7001,32.82,31.08,136798.71,400,97,400,83,400,16,400,7,400,35,400,124
8001,32.82,31.08,135804.22,400,102,400,87,400,15,400,9,400,34,400,124
9001,32.82,31.07,136465.6,400,99,400,84,400,15,400,5,400,33,400,126
